red trajectory
[2 1],0,0.0,[2 2]
[2 2],3,0.0,[1 2]
[1 2],0,0.0,[1 3]
[1 3],3,0.0,[0 3]
[0 3],0,0.0,[0 4]
[0 4],0,0.0,[0 5]
[0 5],1,0.0,[1 5]
[1 5],0,0.0,[1 6]
[1 6],1,0.0,[2 6]
[2 6],0,0.0,[2 7]
[2 7],1,0.0,[3 7]
[3 7],0,0.0,[3 8]
[3 8],1,0.0,[4 8]
[4 8],1,0.0,[5 8]
[5 8],2,0.0,[5 7]
[5 7],2,0.0,[5 6]
[5 6],3,0.0,[4 6]
[4 6],2,0.0,[4 5]
[4 5],2,0.0,[4 4]
